book1	chapter1	verse1	book2	chapter2	verse2	similarity
Psalmi	59	2	Psalmi	81	17	61
Numeri	22	9	Psalmi	48	15	60
Samuel_I	30	10	Samuel_II	21	3	63
Genesis	18	32	Chronica_II	18	15	61
Leviticus	9	14	Samuel_I	1	25	62
Reges_I	11	43	Reges_II	24	6	62
Numeri	3	14	Sacharia	6	9	60
Ezechiel	37	12	Ezechiel	38	14	63
Deuteronomium	3	23	Reges_I	21	17	65
Numeri	28	1	Jeremia	24	4	79
Jeremia	26	2	Iob	42	7	61
Exodus	30	11	Ezechiel	6	1	79
Reges_II	10	11	Reges_II	10	17	62
Psalmi	95	6	Proverbia	4	3	60
Psalmi	37	18	Chronica_II	33	10	61
Psalmi	92	9	Canticum	2	4	61
Iob	36	11	Proverbia	4	10	63
Numeri	26	1	Amos	5	18	61
Reges_II	5	19	Psalmi	42	10	61
Numeri	1	18	Numeri	1	30	73
Genesis	30	23	Genesis	38	4	61
Numeri	1	48	Proverbia	3	8	65
Numeri	3	44	Reges_I	12	22	69
Ezechiel	26	5	Sacharia	1	9	60
Judices	1	26	Reges_I	9	13	61
Josua	1	5	Judices	20	2	63
Genesis	5	11	Genesis	5	23	80
Exodus	40	1	Numeri	10	1	100
Exodus	4	22	Psalmi	66	3	60
Deuteronomium	29	4	Jeremia	11	11	61
Josua	1	7	Josua	23	6	68
Exodus	40	1	Numeri	3	5	100
Reges_I	16	27	Reges_I	22	39	79
Psalmi	113	2	Psalmi	131	3	71
Jeremia	27	2	Ezechiel	37	5	61
Josua	23	11	Psalmi	71	14	62
Psalmi	86	8	Psalmi	135	5	62
Numeri	6	16	Samuel_II	14	8	61
Exodus	6	13	Exodus	8	12	63
Judices	20	18	Judices	20	23	65
Jeremia	5	8	Psalmi	118	14	61
Psalmi	118	1	Iob	31	3	61
Iob	9	20	Proverbia	12	26	60
Ezechiel	12	26	Ezechiel	24	15	100
Jeremia	10	18	Jeremia	48	40	62
Psalmi	22	27	Psalmi	145	2	62
Leviticus	8	5	Ezechiel	8	13	65
Numeri	5	1	Numeri	25	16	100
Samuel_II	16	12	Jeremia	22	5	60
Psalmi	9	1	Psalmi	54	1	64
Iob	29	22	Iob	32	7	65
Iob	33	14	Chronica_II	20	8	60
Jeremia	6	30	Psalmi	6	9	60
Reges_I	6	3	Reges_I	6	20	62
Jeremia	1	11	Jeremia	7	1	61
Samuel_II	14	8	Amos	5	20	61
Numeri	1	48	Numeri	17	9	100
Chronica_I	6	15	Chronica_I	9	10	62
Leviticus	15	9	Ezechiel	36	18	60
Leviticus	5	20	Psalmi	109	9	61
Leviticus	5	20	Proverbia	24	21	65
Leviticus	23	1	Jeremia	7	1	68
Deuteronomium	1	20	Jesaia	63	8	60
Ezechiel	7	2	Ezechiel	29	13	61
Psalmi	107	1	Psalmi	118	4	71
Numeri	26	52	Jeremia	11	1	68
Ezechiel	48	10	Ezechiel	48	13	66
Psalmi	118	4	Psalmi	136	11	73
Ezechiel	21	13	Haggai	1	3	71
Deuteronomium	23	16	Psalmi	38	11	60
Samuel_I	20	26	Jeremia	26	1	61
Judices	6	28	Reges_I	8	8	60
Numeri	23	16	Joel	4	8	61
Esra	10	24	Nehemia	12	28	60
Leviticus	22	1	Deuteronomium	1	32	60
Jeremia	16	20	Ezechiel	24	20	62
Numeri	29	23	Chronica_II	13	21	64
Iob	23	2	Threni	3	37	60
Exodus	32	9	Numeri	22	12	61
Jeremia	16	20	Ezechiel	21	23	60
Deuteronomium	6	20	Ezechiel	37	3	60
Deuteronomium	1	29	Jesaia	14	15	63
Exodus	14	1	Ezechiel	14	2	79
Genesis	24	5	Genesis	29	3	65
Jeremia	14	1	Ezechiel	35	1	62
Exodus	4	1	Samuel_I	8	19	64
Leviticus	18	6	Psalmi	109	11	61
Numeri	11	3	Psalmi	129	8	62
Genesis	22	7	Numeri	16	14	60
Exodus	31	1	Ezechiel	14	2	79
Ezechiel	37	20	Proverbia	6	27	60
Deuteronomium	28	34	Proverbia	28	27	60
Ezechiel	22	17	Sacharia	3	6	61
Psalmi	139	7	Chronica_I	6	19	60
Exodus	38	22	Leviticus	16	34	61
Exodus	20	12	Psalmi	89	7	66
Psalmi	118	29	Iob	12	11	60
Ezechiel	27	4	Proverbia	7	9	61
Reges_I	15	24	Chronica_II	28	27	65
Chronica_I	6	14	Chronica_I	6	32	65
Sacharia	8	1	Chronica_I	11	9	60
Reges_I	10	19	Chronica_II	9	18	88
Exodus	15	2	Ezechiel	37	5	62
Psalmi	107	24	Iob	8	10	60
Numeri	31	25	Jesaia	8	5	63
Psalmi	12	1	Psalmi	76	1	68
Reges_I	3	16	Proverbia	4	3	67
Esra	2	45	Chronica_I	6	12	62
Genesis	22	19	Ezechiel	3	4	60
Leviticus	6	1	Ezechiel	18	1	79
Genesis	41	7	Chronica_II	31	20	61
Jesaia	48	3	Ezechiel	35	14	61
Psalmi	41	4	Psalmi	119	173	60
Exodus	14	30	Jesaia	10	27	61
Psalmi	147	9	Iob	30	13	60
Exodus	34	23	Deuteronomium	31	22	60
Reges_II	14	23	Reges_II	15	27	73
Psalmi	9	9	Psalmi	112	3	60
Genesis	13	9	Genesis	27	39	60
Judices	6	8	Amos	9	7	62
Iob	15	19	Iob	38	13	62
Josua	23	7	Jesaia	26	1	62
Leviticus	1	9	Leviticus	4	10	62
Ruth	3	18	Esra	2	63	60
Reges_II	25	29	Psalmi	106	46	61
Numeri	1	49	Numeri	3	9	60
Genesis	1	19	Ezechiel	37	15	63
Numeri	15	1	Ezechiel	18	1	79
Genesis	47	31	Samuel_I	13	9	61
Exodus	23	15	Exodus	34	18	84
Leviticus	8	4	Leviticus	14	23	61
Genesis	26	2	Numeri	15	2	60
Leviticus	5	19	Samuel_I	3	4	61
Exodus	6	13	Exodus	6	27	70
Exodus	40	25	Samuel_I	8	18	60
Exodus	6	3	Psalmi	36	1	61
Leviticus	11	14	Psalmi	130	8	65
Leviticus	18	2	Judices	4	1	60
Josua	7	4	Iob	34	33	61
Genesis	1	7	Genesis	1	16	60
Genesis	3	12	Numeri	5	10	61
Ezechiel	21	5	Daniel	10	2	64
Numeri	29	2	Numeri	29	13	75
Josua	4	15	Ezechiel	11	14	69
Leviticus	13	1	Ezechiel	24	20	68
Reges_I	17	2	Ezechiel	14	2	100
Reges_II	24	18	Chronica_II	27	8	70
Numeri	3	11	Numeri	4	17	85
Numeri	9	11	Numeri	29	20	62
Esra	2	10	Esra	2	11	72
Jeremia	24	4	Jona	3	1	84
Ezechiel	11	17	Ezechiel	26	19	61
Numeri	4	20	Ezechiel	41	23	62
Reges_I	9	18	Jesaia	8	13	64
Jeremia	21	10	Ezechiel	17	12	61
Genesis	42	12	Ruth	3	5	65
Josua	21	25	Chronica_I	6	55	73
Reges_I	11	41	Jeremia	36	18	61
Psalmi	39	1	Psalmi	140	1	85
Jeremia	11	9	Jeremia	22	19	63
Iob	6	21	Threni	5	1	61
Esra	2	35	Nehemia	7	9	62
Numeri	1	48	Ezechiel	12	21	79
Genesis	17	4	Sacharia	8	18	60
Josua	8	7	Chronica_II	9	23	61
Jesaia	48	22	Jesaia	57	21	92
Leviticus	22	17	Reges_I	16	1	61
Deuteronomium	30	17	Daniel	11	18	63
Chronica_I	1	4	Chronica_I	8	14	60
Exodus	7	5	Exodus	14	18	61
Jesaia	30	10	Ezechiel	45	5	61
Numeri	26	20	Numeri	26	42	72
Reges_II	17	5	Jeremia	49	17	63
Numeri	10	26	Nehemia	3	2	63
Leviticus	10	9	Numeri	14	36	61
Psalmi	59	14	Psalmi	76	10	60
Psalmi	3	4	Threni	5	19	62
Samuel_II	12	25	Threni	5	11	61
Genesis	43	31	Proverbia	10	11	60
Leviticus	5	14	Leviticus	8	1	100
Numeri	7	29	Numeri	7	41	92
Reges_II	21	10	Jona	1	1	65
Josua	22	22	Jeremia	29	10	60
Reges_I	15	31	Reges_II	12	20	91
Deuteronomium	31	1	Sacharia	6	9	61
Jesaia	57	12	Psalmi	22	32	70
Genesis	13	8	Samuel_I	10	14	60
Numeri	8	23	Ezechiel	23	1	79
Leviticus	24	13	Ezechiel	13	1	79
Exodus	34	31	Reges_II	1	7	62
Exodus	40	21	Leviticus	8	13	60
Samuel_I	9	18	Samuel_I	17	58	64
Genesis	37	13	Samuel_I	1	28	60
Jeremia	11	1	Jeremia	14	1	65
Exodus	12	20	Hosea	11	6	64
Leviticus	14	55	Leviticus	14	56	60
Genesis	37	8	Samuel_I	15	1	61
Deuteronomium	3	22	Psalmi	33	12	61
Exodus	30	22	Leviticus	10	8	88
Reges_I	17	2	Jeremia	30	22	62
Genesis	5	4	Genesis	5	22	73
Jesaia	57	21	Proverbia	8	33	65
Jeremia	20	10	Psalmi	31	14	67
Psalmi	9	1	Psalmi	85	1	68
Numeri	7	67	Numeri	7	73	100
Leviticus	6	12	Numeri	8	5	100
Numeri	14	26	Jeremia	46	1	64
Numeri	19	1	Chronica_I	24	24	61
Psalmi	57	10	Proverbia	3	30	62
Deuteronomium	18	17	Iob	19	28	60
Judices	7	6	Reges_I	17	20	61
Jesaia	3	10	Iob	11	13	60
Numeri	14	26	Psalmi	125	4	62
Esra	7	3	Chronica_I	24	27	67
Psalmi	99	2	Psalmi	118	6	64
Reges_I	6	17	Nehemia	13	23	61
Genesis	36	25	Iob	32	21	61
Jeremia	29	7	Ezechiel	35	10	61
Samuel_II	22	36	Proverbia	28	27	63
Reges_I	22	39	Reges_II	15	11	67
Reges_II	15	8	Reges_II	15	27	80
Reges_II	19	5	Jesaia	2	5	60
Ezechiel	41	14	Psalmi	106	16	60
Numeri	34	24	Chronica_I	4	25	61
Jeremia	35	12	Proverbia	3	8	60
Ezechiel	12	26	Iob	40	1	62
Numeri	34	16	Reges_II	21	10	68
Numeri	25	10	Jeremia	18	1	68
Josua	23	2	Chronica_II	1	2	60
Exodus	30	22	Exodus	40	1	100
Reges_I	17	4	Psalmi	29	10	60
Numeri	3	14	Psalmi	76	2	62
Sacharia	1	5	Psalmi	114	3	61
Samuel_I	23	21	Samuel_I	28	16	63
Genesis	1	22	Genesis	9	1	62
Sacharia	4	13	Iob	10	2	62
Exodus	40	1	Ezechiel	17	1	79
Samuel_I	9	15	Samuel_I	15	7	61
Esra	2	34	Nehemia	7	36	100
Ezechiel	28	11	Ezechiel	38	1	100
Deuteronomium	31	7	Deuteronomium	31	23	63
Leviticus	17	1	Numeri	4	21	100
Leviticus	25	32	Judices	18	15	60
Psalmi	118	1	Daniel	6	22	63
Numeri	21	17	Hosea	6	10	60
Ezechiel	11	20	Sacharia	4	11	61
Judices	20	19	Judices	20	24	61
Ezechiel	27	36	Psalmi	131	3	61
Samuel_I	28	11	Iob	22	17	60
Deuteronomium	26	18	Reges_II	10	32	60
Numeri	26	21	Numeri	26	49	72
Leviticus	25	54	Samuel_II	15	26	60
Leviticus	25	2	Ezechiel	48	14	60
Leviticus	5	14	Numeri	20	7	100
Psalmi	136	11	Psalmi	136	25	67
Leviticus	12	1	Numeri	6	24	67
Numeri	28	1	Esther	4	15	63
Samuel_I	14	6	Jeremia	26	12	60
Numeri	7	20	Numeri	7	68	100
Exodus	8	6	Reges_I	20	4	63
Numeri	26	30	Numeri	26	32	62
Numeri	4	21	Ezechiel	6	1	79
Numeri	4	17	Proverbia	3	8	60
Psalmi	66	13	Iob	18	11	63
Exodus	6	10	Sacharia	10	12	60
Ezechiel	34	1	Sacharia	8	1	91
Leviticus	11	1	Psalmi	89	53	60
Leviticus	22	26	Numeri	4	1	85
Josua	8	28	Samuel_II	4	3	62
Exodus	3	3	Leviticus	9	6	61
Exodus	31	12	Numeri	1	48	91
Psalmi	18	41	Chronica_I	7	39	61
Reges_II	7	1	Jeremia	17	20	65
Leviticus	7	22	Ezechiel	37	15	79
Numeri	22	21	Judices	20	19	65
Exodus	14	1	Jeremia	33	19	86
Numeri	14	42	Proverbia	7	15	63
Leviticus	23	23	Proverbia	24	21	65
Reges_II	16	3	Chronica_II	28	3	78
Numeri	6	8	Psalmi	56	13	62
Deuteronomium	19	16	Psalmi	35	11	68
Leviticus	23	33	Ezechiel	15	1	79
Numeri	4	30	Numeri	8	11	60
Esther	9	32	Chronica_II	35	26	64
Ezechiel	16	24	Canticum	1	10	63
Leviticus	21	24	Numeri	4	1	64
Leviticus	1	1	Ezechiel	17	1	62
Exodus	7	26	Judices	13	13	61
Exodus	40	12	Numeri	20	25	60
Numeri	16	20	Numeri	19	1	100
Psalmi	38	2	Psalmi	45	12	60
Jesaia	45	10	Iob	9	11	60
Deuteronomium	12	5	Deuteronomium	18	5	67
Josua	3	9	Sacharia	1	9	61
Exodus	40	1	Psalmi	120	7	62
Genesis	26	12	Sacharia	11	11	60
Exodus	10	29	Numeri	16	4	61
Joel	4	21	Proverbia	26	5	63
Numeri	7	29	Numeri	7	88	64
Genesis	8	15	Ezechiel	33	23	73
Numeri	10	26	Numeri	13	9	67
Leviticus	7	22	Deuteronomium	2	17	87
Leviticus	9	1	Jesaia	40	21	61
Deuteronomium	32	48	Reges_I	12	22	69
Exodus	20	1	Ezechiel	11	14	68
Daniel	12	8	Chronica_I	4	26	63
Leviticus	18	1	Ezechiel	38	1	79
Haggai	1	5	Psalmi	37	31	60
Judices	13	19	Ezechiel	46	11	60
Deuteronomium	28	41	Iob	9	11	60
Psalmi	91	5	Psalmi	119	120	60
Reges_II	25	19	Jeremia	52	25	96
Exodus	25	1	Numeri	13	1	100
Genesis	4	12	Deuteronomium	21	10	60
Samuel_II	6	18	Psalmi	129	8	64
Exodus	30	6	Reges_I	7	41	61
Josua	20	2	Reges_I	13	27	63
Exodus	34	28	Deuteronomium	9	11	61
Reges_II	23	37	Chronica_II	27	2	63
Psalmi	121	7	Iob	23	11	60
Genesis	41	25	Genesis	41	28	65
Genesis	36	26	Chronica_I	1	41	80
Ezechiel	12	26	Ezechiel	33	1	100
Leviticus	22	31	Reges_II	3	16	60
Leviticus	7	28	Threni	3	61	60
Leviticus	27	2	Numeri	33	51	67
Leviticus	19	1	Leviticus	23	1	100
Exodus	7	8	Reges_I	5	16	63
Psalmi	50	7	Psalmi	81	9	68
Ezechiel	33	23	Sacharia	8	18	91
Exodus	12	33	Samuel_II	14	5	60
Joel	1	15	Iob	36	10	61
Deuteronomium	2	18	Ezechiel	21	1	60
Leviticus	18	11	Jeremia	16	8	65
Reges_I	17	2	Maleachi	1	1	67
Numeri	24	21	Jesaia	16	2	61
Leviticus	18	7	Jeremia	31	30	60
Leviticus	24	12	Samuel_II	22	44	60
Psalmi	89	1	Chronica_I	24	25	61
Jesaia	38	7	Jeremia	13	25	62
Genesis	27	6	Genesis	43	26	62
Exodus	33	20	Reges_II	6	21	62
Psalmi	22	21	Proverbia	27	18	60
Judices	7	10	Ezechiel	40	11	62
Iob	6	5	Iob	33	10	62
Exodus	8	23	Hosea	3	3	62
Jeremia	3	4	Threni	5	11	60
Samuel_II	19	30	Jeremia	30	4	61
Exodus	32	24	Judices	8	9	63
Josua	19	16	Josua	19	48	89
Jesaia	60	1	Psalmi	118	3	64
Deuteronomium	1	29	Psalmi	107	11	63
Leviticus	27	1	Ezechiel	36	16	79
Psalmi	78	33	Psalmi	118	26	63
Deuteronomium	4	31	Jeremia	30	2	61
Exodus	25	37	Exodus	37	23	62
Exodus	36	5	Samuel_II	13	10	60
Reges_I	11	41	Reges_II	15	31	72
Deuteronomium	2	15	Judices	7	21	62
Josua	20	1	Reges_I	12	22	65
Nehemia	3	3	Nehemia	3	14	67
Samuel_I	1	17	Jeremia	29	4	61
Ezechiel	14	12	Sacharia	3	6	61
Leviticus	10	2	Chronica_II	18	20	63
Exodus	30	17	Numeri	5	11	100
Josua	9	26	Judices	6	6	61
Reges_I	16	8	Reges_I	16	23	71
Exodus	29	26	Leviticus	10	15	63
Iob	8	18	Iob	16	8	64
Samuel_II	23	2	Proverbia	3	5	64
Samuel_II	22	47	Psalmi	96	2	62
Genesis	36	19	Samuel_II	22	42	63
Judices	20	40	Reges_II	2	11	61
Leviticus	12	1	Jeremia	2	1	79
Numeri	25	12	Numeri	32	37	61
Genesis	4	1	Exodus	1	16	61
Samuel_II	7	28	Jesaia	36	10	60
Numeri	33	23	Numeri	33	35	63
Reges_II	12	13	Reges_II	22	6	64
Deuteronomium	14	13	Zephania	2	6	61
Reges_I	8	40	Jeremia	8	4	61
Leviticus	8	29	Numeri	6	20	61
Reges_II	10	21	Reges_II	10	23	60
Samuel_I	16	17	Iob	5	19	61
Deuteronomium	5	27	Reges_II	12	20	63
Exodus	6	10	Reges_I	17	8	79
Samuel_II	7	4	Jesaia	41	11	60
Deuteronomium	32	12	Psalmi	7	15	62
Exodus	25	15	Reges_I	6	17	61
Genesis	8	14	Ezechiel	45	21	63
Leviticus	25	27	Judices	19	6	62
Exodus	4	24	Samuel_I	25	38	62
Jeremia	4	27	Chronica_I	26	23	61
Reges_II	4	28	Ezechiel	2	1	63
Iob	35	8	Proverbia	14	32	61
Numeri	7	4	Sacharia	8	18	63
Exodus	4	4	Jeremia	38	24	60
Deuteronomium	32	34	Iob	8	20	62
Numeri	21	10	Numeri	33	26	73
Reges_II	13	2	Reges_II	17	22	61
Samuel_II	7	4	Ezechiel	38	1	63
Exodus	7	8	Numeri	3	5	77
Genesis	4	4	Leviticus	7	33	60
Iob	41	26	Daniel	9	8	63
Jeremia	35	1	Chronica_II	17	6	60
Reges_I	2	6	Reges_I	2	9	63
Psalmi	103	11	Daniel	8	18	62
Jeremia	18	5	Iob	42	1	62
Josua	21	25	Josua	21	29	61
Chronica_I	6	22	Chronica_I	6	31	64
Genesis	4	8	Genesis	24	65	60
Josua	13	33	Chronica_I	15	12	61
Numeri	25	10	Sacharia	8	18	72
Exodus	18	15	Exodus	18	24	61
Leviticus	8	1	Leviticus	22	26	100
Reges_II	14	4	Nehemia	12	30	62
Chronica_I	5	4	Chronica_I	6	2	70
Numeri	16	23	Jeremia	2	4	60
Amos	8	13	Sacharia	12	11	62
Samuel_II	4	3	Ezechiel	8	9	60
Deuteronomium	7	17	Ezechiel	11	3	61
Chronica_I	15	14	Chronica_I	22	6	69
Exodus	30	11	Reges_I	5	16	61
Psalmi	48	11	Nehemia	11	23	62
Ezechiel	34	1	Psalmi	106	14	63
Jeremia	33	1	Ecclesiastes	12	13	60
Jeremia	13	1	Amos	5	22	60
Samuel_II	14	18	Ezechiel	3	11	61
Psalmi	136	5	Proverbia	14	23	61
Genesis	22	16	Samuel_II	12	6	64
Reges_I	22	21	Jeremia	30	7	61
Genesis	29	17	Psalmi	119	126	61
Reges_I	22	19	Jeremia	17	20	61
Samuel_I	10	12	Reges_II	15	3	61
Leviticus	12	1	Ezechiel	21	13	79
Exodus	39	26	Exodus	40	29	61
Leviticus	5	20	Psalmi	89	53	69
Iob	6	30	Proverbia	10	23	61
Psalmi	25	2	Chronica_I	4	29	62
Jeremia	10	19	Ecclesiastes	7	23	61
Exodus	6	19	Numeri	4	29	67
Jeremia	27	9	Jeremia	27	14	63
Exodus	16	11	Numeri	15	37	91
Numeri	3	16	Psalmi	18	19	60
Numeri	1	48	Ezechiel	23	1	79
Genesis	36	40	Chronica_I	1	51	67
Genesis	34	14	Chronica_II	1	2	62
Deuteronomium	1	30	Deuteronomium	26	18	61
Exodus	20	1	Jeremia	11	1	62
Deuteronomium	18	17	Psalmi	106	24	60
Jeremia	1	4	Jeremia	24	4	100
Numeri	35	7	Deuteronomium	26	11	60
Josua	12	15	Psalmi	119	44	60
Deuteronomium	7	23	Ezechiel	37	27	60
Deuteronomium	25	16	Jeremia	18	3	61
Genesis	22	15	Psalmi	89	53	61
Numeri	5	1	Numeri	17	8	62
Reges_II	23	31	Chronica_II	33	21	62
Proverbia	23	15	Chronica_I	6	4	60
Sacharia	12	14	Psalmi	22	29	60
Deuteronomium	23	4	Esra	2	68	60
Deuteronomium	28	41	Samuel_I	20	40	60
Jesaia	28	23	Daniel	12	8	64
Judices	13	11	Reges_I	13	14	69
Reges_I	2	30	Esther	6	1	60
Exodus	13	22	Numeri	22	9	61
Ezechiel	12	1	Iob	13	7	62
Ezechiel	12	1	Psalmi	83	3	61
Psalmi	89	44	Iob	38	23	63
Psalmi	149	2	Iob	39	4	63
Ezechiel	34	11	Proverbia	3	9	60
Leviticus	7	33	Judices	19	8	60
Jeremia	27	4	Chronica_II	34	23	60
Josua	22	11	Chronica_I	12	38	60
Exodus	4	16	Jeremia	7	27	60
Iob	9	21	Iob	26	4	62
Exodus	30	22	Jeremia	37	6	76
Deuteronomium	2	2	Reges_I	17	8	79
Exodus	25	1	Numeri	33	50	63
Reges_I	6	11	Ezechiel	23	1	86
Genesis	1	19	Ezechiel	12	5	60
Josua	1	10	Jeremia	2	1	63
Numeri	1	41	Numeri	2	11	73
Genesis	7	17	Chronica_II	22	12	61
Reges_II	11	10	Reges_II	22	5	60
Numeri	28	19	Ezechiel	46	6	64
Numeri	29	3	Numeri	29	9	95
Genesis	1	26	Genesis	7	21	62
Esra	2	11	Esra	2	34	65
Numeri	32	9	Numeri	34	2	60
Exodus	16	25	Esther	3	11	60
Genesis	18	9	Psalmi	29	4	60
Numeri	26	12	Numeri	26	23	68
Numeri	13	1	Numeri	25	10	100
Psalmi	139	2	Iob	37	15	60
Samuel_I	30	31	Ezechiel	29	20	65
Deuteronomium	12	24	Psalmi	89	37	60
Leviticus	2	8	Deuteronomium	18	6	61
Genesis	29	1	Psalmi	37	13	60
Exodus	16	34	Deuteronomium	32	48	61
Numeri	22	8	Numeri	23	1	61
Numeri	32	20	Jeremia	23	38	61
Reges_I	16	30	Chronica_II	25	2	61
Iob	27	1	Iob	29	1	100
Ezechiel	21	1	Iob	42	1	62
Psalmi	5	8	Psalmi	106	16	60
Josua	24	24	Jesaia	12	1	61
Ezechiel	11	11	Ezechiel	21	37	60
Daniel	10	2	Chronica_I	24	23	63
Leviticus	6	1	Jeremia	14	1	61
Deuteronomium	10	21	Samuel_I	12	16	61
Proverbia	1	2	Chronica_I	8	10	64
Genesis	12	1	Jeremia	17	19	60
Genesis	36	27	Chronica_I	2	27	61
Numeri	32	15	Deuteronomium	11	5	64
Exodus	7	8	Psalmi	113	5	60
Genesis	11	7	Ezechiel	43	15	60
Genesis	44	32	Hosea	10	5	61
Leviticus	12	1	Numeri	19	1	85
Psalmi	58	1	Psalmi	81	1	64
Reges_II	21	21	Daniel	8	6	60
Numeri	32	20	Reges_I	8	19	61
Deuteronomium	7	20	Reges_II	17	33	60
Leviticus	18	5	Ezechiel	20	11	78
Numeri	5	1	Ezechiel	36	16	79
Leviticus	26	14	Deuteronomium	28	37	61
Exodus	19	15	Chronica_I	3	3	60
Reges_II	17	8	Chronica_II	25	25	60
Jesaia	37	19	Chronica_II	32	19	62
Ezechiel	12	10	Ezechiel	38	10	62
Exodus	36	9	Reges_I	7	27	61
Ezechiel	22	23	Ezechiel	23	1	100
Exodus	21	15	Iob	40	3	62
Leviticus	27	6	Numeri	18	16	62
Exodus	16	11	Ezechiel	20	2	79
Exodus	24	13	Deuteronomium	27	11	62
Deuteronomium	23	7	Psalmi	92	2	63
Ezechiel	11	25	Psalmi	34	2	61
Chronica_II	20	36	Chronica_II	27	8	60
Leviticus	25	43	Psalmi	115	11	62
Proverbia	29	22	Chronica_I	6	24	60
Exodus	31	1	Jeremia	33	19	86
Habakuk	2	4	Psalmi	112	7	60
Chronica_I	6	4	Chronica_I	24	30	69
Samuel_I	19	15	Samuel_I	19	17	61
Samuel_I	14	18	Samuel_I	15	26	62
Leviticus	4	1	Reges_I	12	22	69
Genesis	34	6	Proverbia	27	11	61
Genesis	42	37	Judices	7	2	60
Exodus	7	8	Exodus	7	26	61
Leviticus	13	6	Leviticus	13	55	62
Genesis	20	17	Exodus	22	19	63
Genesis	2	1	Canticum	4	7	61
Chronica_I	27	5	Chronica_I	27	8	73
Numeri	4	17	Sacharia	7	4	67
Leviticus	19	1	Jeremia	14	1	61
Reges_I	19	9	Ecclesiastes	1	10	63
Exodus	19	15	Psalmi	147	20	61
Reges_I	22	33	Nehemia	11	20	61
Jeremia	7	1	Sacharia	8	18	61
Chronica_I	25	16	Chronica_I	25	30	72
Exodus	19	1	Samuel_II	7	6	63
Chronica_I	16	40	Chronica_II	31	3	61
Exodus	7	3	Exodus	11	9	67
Samuel_I	10	17	Psalmi	107	28	60
Exodus	20	22	Josua	3	9	62
Reges_I	22	28	Iob	1	6	61
Chronica_I	22	10	Chronica_I	28	5	60
Exodus	30	27	Numeri	16	35	63
Exodus	7	16	Ezechiel	37	4	61
Numeri	3	1	Jeremia	8	9	60
Judices	20	16	Jeremia	15	20	62
Genesis	31	14	Sacharia	6	4	61
Jeremia	5	12	Jeremia	9	15	61
Psalmi	21	1	Psalmi	85	1	63
Leviticus	8	32	Leviticus	19	35	60
Proverbia	6	8	Proverbia	10	5	65
Reges_I	12	22	Jesaia	38	4	77
Esra	2	29	Chronica_I	6	27	62
Samuel_I	3	4	Ezechiel	27	1	65
Deuteronomium	7	17	Deuteronomium	18	21	61
Ezechiel	21	1	Ezechiel	28	20	100
Jeremia	23	21	Hosea	1	3	62
Samuel_I	16	17	Ruth	4	8	60
Ezechiel	37	4	Chronica_II	23	12	60
Leviticus	13	1	Numeri	15	37	77
Deuteronomium	26	3	Jeremia	42	4	61
Samuel_II	5	23	Psalmi	125	4	60
Exodus	9	1	Exodus	9	13	85
Genesis	31	37	Leviticus	18	24	60
Reges_I	12	22	Ezechiel	34	1	67
Deuteronomium	14	25	Ezechiel	7	14	63
Reges_II	15	24	Reges_II	21	2	61
Leviticus	17	1	Ezechiel	7	1	79
Samuel_II	15	33	Ezechiel	28	11	62
Exodus	12	1	Psalmi	120	1	63
Numeri	8	1	Psalmi	109	9	61
Jesaia	40	18	Jesaia	46	5	65
Ezechiel	10	6	Daniel	12	6	60
Exodus	37	10	Reges_I	6	2	61
Judices	4	8	Chronica_II	24	10	61
Leviticus	26	27	Hosea	9	17	62
Exodus	6	10	Numeri	31	1	100
Reges_II	14	2	Reges_II	15	2	82
Numeri	6	23	Nehemia	10	31	62
Exodus	23	27	Reges_I	8	34	60
Nehemia	7	8	Nehemia	7	10	70
Psalmi	78	64	Proverbia	26	27	63
Ezechiel	12	17	Proverbia	29	20	62
Psalmi	77	2	Proverbia	20	22	64
Leviticus	10	8	Psalmi	33	4	62
Reges_II	20	20	Esther	10	2	64
Leviticus	7	10	Numeri	29	9	64
Samuel_II	22	22	Jeremia	4	17	60
Ezechiel	3	1	Ezechiel	45	16	64
Numeri	7	6	Numeri	31	51	67
Genesis	41	20	Exodus	7	18	61
Ezechiel	12	26	Maleachi	1	1	67
Genesis	46	25	Deuteronomium	26	11	60
Leviticus	27	1	Psalmi	25	4	61
Psalmi	47	3	Psalmi	95	3	74
Numeri	1	27	Numeri	2	28	64
Psalmi	105	35	Chronica_I	16	15	62
Exodus	29	18	Leviticus	3	16	73
Numeri	18	25	Psalmi	120	7	62
Deuteronomium	11	8	Jesaia	42	10	60
Josua	12	10	Josua	12	19	82
Deuteronomium	26	17	Jeremia	7	23	62
Exodus	19	11	Reges_I	12	12	60
Esra	2	21	Esra	2	30	63
Deuteronomium	5	32	Reges_II	15	6	63
Reges_II	23	28	Nehemia	12	23	61
Numeri	28	11	Numeri	29	32	64
Genesis	6	3	Judices	4	20	61
Numeri	5	11	Ezechiel	13	1	79
Exodus	7	29	Iob	41	9	61
Esra	2	12	Chronica_I	15	10	63
Samuel_II	15	33	Ezechiel	21	23	62
Leviticus	8	36	Chronica_II	26	4	61
Reges_II	15	31	Chronica_II	27	7	69
Jeremia	14	1	Ezechiel	24	15	62
Josua	24	28	Psalmi	106	34	65
Leviticus	26	3	Samuel_I	20	4	62
Numeri	18	14	Proverbia	24	1	60
Exodus	32	33	Leviticus	11	1	63
